kilavuz_kodu,universite_adi,birim_adi,birim_grup_adi,il_kodu,il_adi,universite_turu,ogretim_turu,burs_orani,puan_turu,kaynak,cekme_tarihi,yil,genel_kontenjan,sehit_gazi_kontenjan,depremzede_kontenjan,okul_birincisi_kontenjan,taban_puan,taban_siralama
107210526,MARMARA ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (İngilizce),Endüstri Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,65.0,,,,466.69681,31913.0
107210526,MARMARA ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (İngilizce),Endüstri Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,65.0,,,2.0,467.45185,26805.0
107210526,MARMARA ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (İngilizce),Endüstri Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,65.0,,,,496.81581,20685.0
107210526,MARMARA ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (İngilizce),Endüstri Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,60.0,,,,490.15425,24158.0
104112108,GAZİ ÜNİVERSİTESİ (ANKARA),Endüstri Mühendisliği (İngilizce),Endüstri Mühendisliği,6.0,ANKARA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,45.0,,,,464.87768,33390.0
104112108,GAZİ ÜNİVERSİTESİ (ANKARA),Endüstri Mühendisliği (İngilizce),Endüstri Mühendisliği,6.0,ANKARA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,45.0,,,2.0,463.16485,29539.0
104112108,GAZİ ÜNİVERSİTESİ (ANKARA),Endüstri Mühendisliği (İngilizce),Endüstri Mühendisliği,6.0,ANKARA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,45.0,,,,489.68874,25429.0
104112108,GAZİ ÜNİVERSİTESİ (ANKARA),Endüstri Mühendisliği (İngilizce),Endüstri Mühendisliği,6.0,ANKARA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,40.0,,,,480.62978,31256.0
109610085,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (Almanca),Endüstri Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,10.0,,,,464.87633,33391.0
109610085,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (Almanca),Endüstri Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,10.0,,,,469.98097,25282.0
109610085,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (Almanca),Endüstri Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,10.0,,,,481.94596,31062.0
109610085,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (Almanca),Endüstri Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,10.0,,,,464.24025,44448.0
104410209,GEBZE TEKNİK ÜNİVERSİTESİ,Endüstri Mühendisliği (İngilizce),Endüstri Mühendisliği,41.0,KOCAELİ,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,45.0,,,,463.82275,34246.0
104410209,GEBZE TEKNİK ÜNİVERSİTESİ,Endüstri Mühendisliği (İngilizce),Endüstri Mühendisliği,41.0,KOCAELİ,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,45.0,,,2.0,462.88296,29719.0
104410209,GEBZE TEKNİK ÜNİVERSİTESİ,Endüstri Mühendisliği (İngilizce),Endüstri Mühendisliği,41.0,KOCAELİ,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,45.0,,,,487.61861,26896.0
104410209,GEBZE TEKNİK ÜNİVERSİTESİ,Endüstri Mühendisliği (İngilizce),Endüstri Mühendisliği,41.0,KOCAELİ,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,40.0,,,,478.53719,32894.0
207210146,MEF ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,13.0,,,,455.66592,41041.0
207210146,MEF ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,13.0,2.0,1.0,,452.25307,36935.0
207210146,MEF ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,13.0,,,,489.93256,25267.0
207210146,MEF ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,12.0,,,,485.99131,27210.0
203510049,İZMİR EKONOMİ ÜNİVERSİTESİ,Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,35.0,İZMİR,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,10.0,,,,455.06789,41581.0
203510049,İZMİR EKONOMİ ÜNİVERSİTESİ,Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,35.0,İZMİR,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,10.0,2.0,1.0,,460.11145,31577.0
203510049,İZMİR EKONOMİ ÜNİVERSİTESİ,Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,35.0,İZMİR,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,10.0,,,,491.78063,24022.0
203510049,İZMİR EKONOMİ ÜNİVERSİTESİ,Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,35.0,İZMİR,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,10.0,,,,484.22494,28538.0
200690587,BAŞKENT ÜNİVERSİTESİ (ANKARA),Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,5.0,,,,454.78961,41820.0
200690587,BAŞKENT ÜNİVERSİTESİ (ANKARA),Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,5.0,1.0,1.0,,450.65215,38082.0
200690587,BAŞKENT ÜNİVERSİTESİ (ANKARA),Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,5.0,,,,476.08368,35680.0
200690587,BAŞKENT ÜNİVERSİTESİ (ANKARA),Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,6.0,,,,459.13646,48735.0
203710329,KADİR HAS ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,12.0,,,,454.63366,41956.0
203710329,KADİR HAS ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,13.0,2.0,1.0,,448.46116,39741.0
203710329,KADİR HAS ÜNİVERSİTESİ (İSTANBUL),Endüstri Mühendisliği (İngilizce) (Burslu),Endüstri Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,13.0,,,,485.59618,28380.0
